(463, 2, 1, 10, [0.17, 0.06, 0.02, 9.33E-3, 1.61E-3, 3.38E-3, 9.84E-4, 3.20E-3, 3.51E-4, 8.14E-3])
(467, 2, 1, 10, [0.17, 0.06, 0.02, 9.39E-3, 1.67E-3, 3.31E-3, 5.42E-3, 0.01, 4.70E-3, 7.31E-3])
(479, 2, 1, 10, [0.17, 0.06, 0.02, 0.01, 1.85E-3, 3.09E-3, 6.95E-3, 5.05E-3, 5.11E-3, 3.67E-3])
(487, 2, 1, 10, [0.17, 0.06, 0.02, 0.01, 1.96E-3, 2.96E-3, 0.01, 0.01, 4.55E-4, 6.46E-3])
(491, 2, 1, 10, [0.17, 0.06, 0.02, 0.01, 2.02E-3, 2.89E-3, 6.70E-3, 5.36E-3, 0.01, 5.10E-5])
(499, 2, 1, 10, [0.17, 0.06, 0.02, 0.01, 2.13E-3, 2.76E-3, 6.09E-3, 5.55E-3, 8.28E-4, 2.64E-4])
(503, 2, 1, 10, [0.17, 0.06, 0.02, 0.01, 2.18E-3, 2.70E-3, 1.51E-4, 5.65E-3, 9.49E-4, 5.83E-3])
(509, 2, 1, 10, [4.18E-3, 0.06, 3.48E-3, 0.01, 4.38E-3, 0.00, 6.34E-3, 0.02, 0.01, 2.44E-3])
(521, 2, 1, 10, [4.08E-3, 0.06, 3.40E-3, 0.01, 4.28E-3, 1.20E-4, 6.19E-3, 0.02, 0.01, 2.54E-3])
(523, 2, 1, 10, [0.17, 0.06, 0.02, 0.01, 2.44E-3, 2.39E-3, 6.10E-3, 0.01, 1.52E-3, 0.01])
(541, 2, 1, 10, [0.01, 0.05, 0.01, 4.86E-3, 0.01, 9.26E-4, 0.01, 7.12E-3, 0.02, 0.02])
(547, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 2.72E-3, 2.06E-3, 5.69E-3, 1.20E-3, 2.75E-3, 4.29E-3])
(557, 2, 1, 10, [3.82E-3, 0.06, 3.18E-3, 0.01, 4.01E-3, 4.50E-4, 5.79E-3, 6.49E-3, 9.03E-3, 6.04E-3])
(563, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 2.89E-3, 1.85E-3, 5.44E-3, 8.90E-4, 2.36E-3, 6.92E-3])
(569, 2, 1, 10, [3.73E-3, 0.06, 3.11E-3, 0.01, 3.92E-3, 5.50E-4, 5.67E-3, 6.64E-3, 1.48E-3, 1.11E-3])
(571, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 2.98E-3, 1.75E-3, 5.32E-3, 8.55E-3, 0.01, 3.55E-3])
(577, 2, 1, 10, [0.34, 0.18, 0.11, 0.07, 0.04, 0.02, 0.02, 0.03, 0.03, 0.03])
(587, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 3.14E-3, 1.56E-3, 5.09E-3, 8.27E-3, 0.01, 0.01])
(593, 2, 1, 10, [3.58E-3, 0.06, 2.99E-3, 0.01, 3.76E-3, 7.39E-4, 5.44E-3, 6.93E-3, 8.49E-3, 4.04E-3])
(599, 2, 1, 10, [0.17, 0.06, 0.03, 0.01, 3.25E-3, 1.43E-3, 4.92E-3, 0.02, 0.02, 0.01])
(601, 2, 1, 10, [0.34, 0.18, 0.11, 0.07, 0.04, 0.02, 9.15E-3, 2.38E-3, 0.01, 0.02])
