(463, 2, 1, 15, [5.94E-5, 0.06, 4.95E-5, 0.02, 6.23E-5, 5.13E-3, 6.22E-3, 1.84E-3, 4.77E-3, 6.02E-4, 1.78E-3, 2.70E-5, 4.60E-4, 9.33E-5, 6.10E-5])
(467, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.14E-3, 0.00, 1.84E-3, 0.00, 6.05E-4, 0.00, 3.21E-5, 0.00, 1.94E-4, 0.00])
(479, 2, 1, 15, [5.55E-5, 0.06, 4.62E-5, 0.02, 5.82E-5, 5.14E-3, 8.42E-5, 1.85E-3, 1.31E-4, 6.14E-4, 1.79E-3, 4.66E-5, 1.34E-3, 3.39E-4, 1.05E-4])
(487, 2, 1, 15, [5.37E-5, 0.06, 4.47E-5, 0.02, 5.63E-5, 5.14E-3, 6.23E-3, 1.85E-3, 4.78E-3, 6.19E-4, 1.80E-3, 5.57E-5, 4.98E-4, 5.14E-4, 2.42E-4])
(491, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.14E-3, 0.00, 1.85E-3, 0.00, 6.22E-4, 0.00, 6.01E-5, 0.00, 3.16E-4, 0.00])
(499, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.14E-3, 0.00, 1.86E-3, 0.00, 6.27E-4, 0.00, 6.85E-5, 0.00, 2.57E-4, 0.00])
(503, 2, 1, 15, [5.03E-5, 0.06, 4.19E-5, 0.02, 5.28E-5, 5.15E-3, 6.24E-3, 1.86E-3, 4.79E-3, 6.30E-4, 1.81E-3, 7.26E-5, 5.20E-4, 1.51E-5, 2.04E-4])
(509, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.15E-3, 0.00, 1.86E-3, 0.00, 6.33E-4, 0.00, 7.85E-5, 0.00, 2.84E-4, 0.00])
(521, 2, 1, 15, [4.69E-5, 0.06, 3.91E-5, 0.02, 4.92E-5, 5.15E-3, 7.12E-5, 1.86E-3, 1.11E-4, 6.40E-4, 1.82E-4, 8.98E-5, 3.08E-4, 2.65E-4, 5.34E-4])
(523, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.15E-3, 0.00, 1.87E-3, 0.00, 6.41E-4, 0.00, 9.16E-5, 0.00, 2.62E-4, 0.00])
(541, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.15E-3, 0.00, 1.87E-3, 0.00, 6.50E-4, 0.00, 1.07E-4, 0.00, 2.35E-4, 0.00])
(547, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.16E-3, 0.00, 1.87E-3, 0.00, 6.53E-4, 0.00, 1.12E-4, 0.00, 2.27E-4, 0.00])
(557, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.16E-3, 0.00, 1.88E-3, 0.00, 6.58E-4, 0.00, 1.19E-4, 0.00, 2.14E-4, 0.00])
(563, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.16E-3, 0.00, 1.88E-3, 0.00, 6.60E-4, 0.00, 1.24E-4, 0.00, 2.07E-4, 0.00])
(569, 2, 1, 15, [3.93E-5, 0.06, 3.28E-5, 0.02, 4.13E-5, 5.16E-3, 5.97E-5, 1.88E-3, 9.31E-5, 6.63E-4, 1.52E-4, 1.28E-4, 2.58E-4, 1.99E-4, 6.58E-4])
(571, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.16E-3, 0.00, 1.88E-3, 0.00, 6.64E-4, 0.00, 1.29E-4, 0.00, 1.97E-4, 0.00])
(577, 2, 1, 15, [3.82E-5, 0.06, 3.19E-5, 0.02, 4.01E-5, 5.16E-3, 5.80E-5, 1.88E-3, 9.05E-5, 6.66E-4, 1.48E-4, 1.33E-4, 2.51E-4, 1.90E-4, 4.35E-4])
(587, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.16E-3, 0.00, 1.88E-3, 0.00, 6.70E-4, 0.00, 1.40E-4, 0.00, 1.79E-4, 0.00])
(593, 2, 1, 15, [3.62E-5, 0.06, 3.02E-5, 0.02, 3.80E-5, 5.16E-3, 5.49E-5, 1.89E-3, 8.57E-5, 6.72E-4, 1.40E-4, 1.44E-4, 2.38E-4, 1.72E-4, 4.12E-4])
(599, 2, 1, 15, [3.55E-5, 0.06, 2.96E-5, 0.02, 3.72E-5, 5.16E-3, 5.38E-5, 1.89E-3, 8.40E-5, 6.74E-4, 1.38E-4, 1.47E-4, 2.33E-4, 1.66E-4, 4.04E-4])
(601, 2, 1, 15, [3.52E-5, 0.06, 2.94E-5, 0.02, 3.70E-5, 5.16E-3, 5.35E-5, 1.89E-3, 8.34E-5, 6.75E-4, 1.37E-4, 1.48E-4, 2.31E-4, 1.64E-4, 2.17E-4])
(607, 2, 1, 15, [3.45E-5, 0.06, 2.88E-5, 0.02, 3.63E-5, 5.17E-3, 5.24E-5, 1.89E-3, 8.18E-5, 6.77E-4, 1.34E-4, 1.52E-4, 1.98E-4, 1.58E-4, 2.48E-5])
(613, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.89E-3, 0.00, 6.79E-4, 0.00, 1.55E-4, 0.00, 1.52E-4, 0.00])
(617, 2, 1, 15, [3.34E-5, 0.06, 2.79E-5, 0.02, 3.51E-5, 5.17E-3, 5.07E-5, 1.89E-3, 7.92E-5, 6.80E-4, 1.30E-4, 1.57E-4, 2.19E-4, 1.49E-4, 3.80E-4])
(619, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.89E-3, 0.00, 6.81E-4, 0.00, 1.59E-4, 0.00, 1.47E-4, 0.00])
(631, 2, 1, 15, [3.20E-5, 0.06, 2.66E-5, 0.02, 3.36E-5, 5.17E-3, 4.85E-5, 1.89E-3, 7.57E-5, 6.85E-4, 1.24E-4, 1.65E-4, 2.15E-4, 1.36E-4, 4.58E-6])
(641, 2, 1, 15, [3.10E-5, 0.06, 2.58E-5, 0.02, 3.25E-5, 5.17E-3, 4.70E-5, 1.89E-3, 7.34E-5, 6.88E-4, 1.20E-4, 1.70E-4, 2.03E-4, 1.28E-4, 3.52E-4])
(643, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.90E-3, 0.00, 6.88E-4, 0.00, 1.71E-4, 0.00, 1.26E-4, 0.00])
(647, 2, 1, 15, [3.04E-5, 0.06, 2.53E-5, 0.02, 3.19E-5, 5.17E-3, 4.62E-5, 1.90E-3, 7.20E-5, 6.90E-4, 1.18E-4, 1.73E-4, 6.50E-4, 1.23E-4, 3.91E-4])
(653, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.90E-3, 0.00, 6.91E-4, 0.00, 1.75E-4, 0.00, 1.18E-4, 0.00])
(659, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.90E-3, 0.00, 6.93E-4, 0.00, 1.78E-4, 0.00, 1.13E-4, 0.00])
(661, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.90E-3, 0.00, 6.93E-4, 0.00, 1.79E-4, 0.00, 1.12E-4, 0.00])
(673, 2, 1, 15, [2.81E-5, 0.06, 2.34E-5, 0.02, 2.95E-5, 5.17E-3, 4.27E-5, 1.90E-3, 6.65E-5, 6.97E-4, 1.09E-4, 1.84E-4, 1.84E-4, 1.03E-4, 3.20E-4])
(677, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.90E-3, 0.00, 6.98E-4, 0.00, 1.86E-4, 0.00, 9.99E-5, 0.00])
(683, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.17E-3, 0.00, 1.90E-3, 0.00, 6.99E-4, 0.00, 1.88E-4, 0.00, 9.57E-5, 0.00])
(691, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.18E-3, 0.00, 1.90E-3, 0.00, 7.01E-4, 0.00, 1.92E-4, 0.00, 9.03E-5, 0.00])
(701, 2, 1, 15, [0.00, 0.06, 0.00, 0.02, 0.00, 5.18E-3, 0.00, 1.90E-3, 0.00, 7.03E-4, 0.00, 1.95E-4, 0.00, 8.38E-5, 0.00])
